Product_Key,Date_Key,Units_Sold,MA_7d,MA_30d,OOS_Risk
1,622,1.0,7.428571428571429,8.666666666666666,False
1,628,17.0,9.714285714285714,8.833333333333334,False
1,643,12.0,9.714285714285714,8.866666666666667,False
1,648,11.0,11.0,9.2,False
1,666,3.0,9.714285714285714,8.833333333333334,False
1,667,4.0,8.714285714285714,8.9,False
1,668,12.0,8.571428571428571,9.2,False
1,673,9.0,9.714285714285714,9.4,False
1,674,6.0,8.142857142857142,9.2,False
1,682,3.0,6.857142857142857,8.833333333333334,False
1,683,8.0,6.428571428571429,8.4,False
1,685,1.0,6.142857142857143,8.166666666666666,False
1,688,3.0,6.0,8.166666666666666,False
1,700,13.0,6.142857142857143,8.466666666666667,False
1,715,11.0,6.428571428571429,8.366666666666667,False
2,1,2.0,2.0,2.0,False
2,10,11.0,6.5,6.5,False
2,15,4.0,5.666666666666667,5.666666666666667,False
2,35,6.0,5.75,5.75,False
2,39,3.0,5.2,5.2,False
2,41,19.0,7.5,7.5,False
2,47,13.0,8.285714285714286,8.285714285714286,False
2,48,9.0,9.285714285714286,8.375,False
2,56,15.0,9.857142857142858,9.11111111111111,False
2,59,15.0,11.428571428571429,9.7,False
2,73,6.0,11.428571428571429,9.363636363636363,False
2,76,13.0,12.857142857142858,9.666666666666666,True
2,82,11.0,11.714285714285714,9.76923076923077,False
2,92,15.0,12.0,10.142857142857142,False
2,94,6.0,11.571428571428571,9.866666666666667,False
2,108,4.0,10.0,9.5,False
2,111,5.0,8.571428571428571,9.235294117647058,False
2,112,8.0,8.857142857142858,9.166666666666666,False
2,125,6.0,7.857142857142857,9.0,False
2,139,5.0,7.0,8.8,False
2,150,12.0,6.571428571428571,8.952380952380953,False
2,151,13.0,7.571428571428571,9.136363636363637,False
2,153,1.0,7.142857142857143,8.782608695652174,False
2,163,13.0,8.285714285714286,8.958333333333334,False
2,183,8.0,8.285714285714286,8.92,False
2,185,8.0,8.571428571428571,8.884615384615385,False
2,186,10.0,9.285714285714286,8.925925925925926,False
2,187,1.0,7.714285714285714,8.642857142857142,False
2,199,5.0,6.571428571428571,8.517241379310345,False
2,200,13.0,8.285714285714286,8.666666666666666,False
2,220,3.0,6.857142857142857,8.7,False
2,230,6.0,6.571428571428571,8.533333333333333,False
2,234,5.0,6.142857142857143,8.566666666666666,False
2,239,0.0,4.714285714285714,8.366666666666667,False
2,252,14.0,6.571428571428571,8.733333333333333,False
2,267,8.0,7.0,8.366666666666667,False
2,296,12.0,6.857142857142857,8.333333333333334,False
2,318,6.0,7.285714285714286,8.233333333333333,False
2,321,9.0,7.714285714285714,8.033333333333333,False
2,327,13.0,8.857142857142858,7.966666666666667,False
2,332,14.0,10.857142857142858,8.233333333333333,True
2,346,15.0,11.0,8.3,True
2,349,11.0,11.428571428571429,8.3,True
2,353,15.0,11.857142857142858,8.3,True
2,356,7.0,12.0,8.333333333333334,True
2,363,5.0,11.428571428571429,8.366666666666667,True
2,364,6.0,10.428571428571429,8.4,False
2,378,13.0,10.285714285714286,8.566666666666666,False
2,384,15.0,10.285714285714286,8.866666666666667,False
2,398,2.0,9.0,8.766666666666667,False
2,402,2.0,7.142857142857143,8.433333333333334,False
2,404,14.0,8.142857142857142,8.466666666666667,False
2,408,4.0,8.0,8.566666666666666,False
2,426,7.0,8.142857142857142,8.366666666666667,False
2,429,12.0,8.0,8.5,False
2,433,8.0,7.0,8.5,False
2,451,14.0,8.714285714285714,8.633333333333333,False
2,465,11.0,10.0,8.966666666666667,False
2,468,9.0,9.285714285714286,9.1,False
2,488,12.0,10.428571428571429,9.066666666666666,False
2,511,2.0,9.714285714285714,9.033333333333333,False
2,515,2.0,8.285714285714286,8.9,False
2,520,12.0,8.857142857142858,9.133333333333333,False
2,524,2.0,7.142857142857143,9.2,False
2,525,2.0,5.857142857142857,8.8,False
2,538,5.0,5.285714285714286,8.7,False
2,539,15.0,5.714285714285714,8.8,False
2,540,0.0,5.428571428571429,8.6,False
2,542,15.0,7.285714285714286,8.8,False
2,545,2.0,5.857142857142857,8.433333333333334,False
2,549,1.0,5.714285714285714,8.0,False
2,563,11.0,7.0,7.866666666666666,False
2,568,7.0,7.285714285714286,7.733333333333333,False
2,572,14.0,7.142857142857143,7.7,False
2,589,7.0,8.142857142857142,7.7,False
2,590,3.0,6.428571428571429,7.633333333333334,False
2,592,9.0,7.428571428571429,7.733333333333333,False
2,613,15.0,9.428571428571429,7.8,False
2,616,0.0,7.857142857142857,7.3,False
2,621,7.0,7.857142857142857,7.466666666666667,False
2,633,13.0,7.714285714285714,7.833333333333333,False
2,635,13.0,8.571428571428571,7.8,False
2,640,14.0,10.142857142857142,8.133333333333333,False
2,648,10.0,10.285714285714286,8.233333333333333,False
2,649,3.0,8.571428571428571,7.933333333333334,False
2,667,15.0,10.714285714285714,8.166666666666666,True
2,696,13.0,11.571428571428571,8.133333333333333,True
2,708,0.0,9.714285714285714,7.766666666666667,False
2,711,6.0,8.714285714285714,7.666666666666667,False
2,712,3.0,7.142857142857143,7.366666666666666,False
2,717,1.0,5.857142857142857,7.333333333333333,False
3,1,3.0,3.0,3.0,False
3,11,0.0,1.5,1.5,False
3,15,15.0,6.0,6.0,False
3,22,5.0,5.75,5.75,False
3,25,12.0,7.0,7.0,False
3,27,8.0,7.166666666666667,7.166666666666667,False
3,29,9.0,7.428571428571429,7.428571428571429,False
3,31,5.0,7.714285714285714,7.125,False
3,35,5.0,8.428571428571429,6.888888888888889,False
3,39,2.0,6.571428571428571,6.4,False
3,40,9.0,7.142857142857143,6.636363636363637,False
3,53,10.0,6.857142857142857,6.916666666666667,False
3,66,14.0,7.714285714285714,7.461538461538462,False
3,68,1.0,6.571428571428571,7.0,False
3,73,9.0,7.142857142857143,7.133333333333334,False
3,77,8.0,7.571428571428571,7.1875,False
3,78,7.0,8.285714285714286,7.176470588235294,False
3,83,13.0,8.857142857142858,7.5,False
3,90,15.0,9.571428571428571,7.894736842105263,False
3,92,3.0,8.0,7.65,False
3,98,12.0,9.571428571428571,7.857142857142857,False
3,110,4.0,8.857142857142858,7.681818181818182,False
3,125,11.0,9.285714285714286,7.826086956521739,False
3,126,10.0,9.714285714285714,7.916666666666667,False
3,128,11.0,9.428571428571429,8.04,False
3,136,13.0,9.142857142857142,8.23076923076923,False
3,137,1.0,8.857142857142858,7.962962962962963,False
3,138,3.0,7.571428571428571,7.785714285714286,False
3,142,5.0,7.714285714285714,7.689655172413793,False
3,146,5.0,6.857142857142857,7.6,False
3,161,11.0,7.0,7.866666666666666,False
3,166,6.0,6.285714285714286,8.066666666666666,False
3,171,3.0,4.857142857142857,7.666666666666667,False
3,173,6.0,5.571428571428571,7.7,False
3,185,0.0,5.142857142857143,7.3,False
3,186,0.0,4.428571428571429,7.033333333333333,False
3,191,6.0,4.571428571428571,6.933333333333334,False
3,204,9.0,4.285714285714286,7.066666666666666,False
3,205,8.0,4.571428571428571,7.166666666666667,False
3,206,17.0,6.571428571428571,7.666666666666667,False
3,211,7.0,6.714285714285714,7.6,False
3,223,7.0,7.714285714285714,7.5,False
3,228,9.0,9.0,7.333333333333333,False
3,256,11.0,9.714285714285714,7.666666666666667,False
3,259,15.0,10.571428571428571,7.866666666666666,True
3,276,13.0,11.285714285714286,8.033333333333333,True
3,280,5.0,9.571428571428571,7.966666666666667,False
3,296,3.0,9.0,7.633333333333334,False
3,308,10.0,9.428571428571429,7.466666666666667,False
3,311,8.0,9.285714285714286,7.633333333333334,False
3,318,10.0,9.142857142857142,7.566666666666666,False
3,335,11.0,8.571428571428571,7.8,False
3,352,4.0,7.285714285714286,7.566666666666666,False
3,355,15.0,8.714285714285714,7.733333333333333,False
3,370,1.0,8.428571428571429,7.4,False
3,374,15.0,9.142857142857142,7.466666666666667,False
3,378,11.0,9.571428571428571,7.8,False
3,393,8.0,9.285714285714286,7.966666666666667,False
3,400,1.0,7.857142857142857,7.833333333333333,False
3,424,2.0,7.571428571428571,7.733333333333333,False
3,425,9.0,6.714285714285714,7.666666666666667,False
3,439,5.0,7.285714285714286,7.633333333333334,False
3,441,14.0,7.142857142857143,8.0,False
3,445,9.0,6.857142857142857,8.1,False
3,456,6.0,6.571428571428571,8.3,False
3,472,5.0,7.142857142857143,8.466666666666667,False
3,482,1.0,7.0,8.3,False
3,490,10.0,7.142857142857143,8.333333333333334,False
3,501,7.0,7.428571428571429,8.3,False
3,502,5.0,6.142857142857143,7.9,False
3,515,3.0,5.285714285714286,7.766666666666667,False
3,520,15.0,6.571428571428571,8.033333333333333,False
3,521,15.0,8.0,8.233333333333333,False
3,523,11.0,9.428571428571429,8.233333333333333,False
3,530,12.0,9.714285714285714,8.133333333333333,False
3,548,6.0,9.571428571428571,7.9,False
3,564,2.0,9.142857142857142,7.8,False
3,566,12.0,10.428571428571429,8.1,False
3,570,0.0,8.285714285714286,7.766666666666667,False
3,572,6.0,7.0,7.7,False
3,575,9.0,6.714285714285714,7.666666666666667,False
3,611,6.0,5.857142857142857,7.5,False
3,619,13.0,6.857142857142857,7.8,False
3,622,9.0,7.857142857142857,7.6,False
3,625,7.0,7.142857142857143,7.8,False
3,629,18.0,9.714285714285714,7.9,False
3,631,9.0,10.142857142857142,7.833333333333333,False
3,641,4.0,9.428571428571429,7.7,False
3,646,22.0,11.714285714285714,8.4,True
3,651,10.0,11.285714285714286,8.666666666666666,True
3,673,10.0,11.428571428571429,8.7,True
3,675,10.0,11.857142857142858,8.866666666666667,True
3,683,12.0,11.0,8.8,False
3,692,2.0,10.0,8.566666666666666,False
3,693,1.0,9.571428571428571,8.4,False
3,694,0.0,6.428571428571429,8.233333333333333,False
3,697,9.0,6.285714285714286,8.5,False
3,700,5.0,5.571428571428571,8.333333333333334,False
3,728,6.0,5.0,8.3,False
4,1,4.0,4.0,4.0,False
4,7,25.0,14.5,14.5,False
4,13,14.0,14.333333333333334,14.333333333333334,False
4,16,13.0,14.0,14.0,False
4,28,3.0,11.8,11.8,False
4,31,6.0,10.833333333333334,10.833333333333334,False
4,32,2.0,9.571428571428571,9.571428571428571,False
4,46,12.0,10.714285714285714,9.875,False
4,47,8.0,8.285714285714286,9.666666666666666,False
4,49,10.0,7.714285714285714,9.7,False
4,58,11.0,7.428571428571429,9.818181818181818,False
4,65,7.0,8.0,9.583333333333334,False
4,71,4.0,7.714285714285714,9.153846153846153,False
4,76,4.0,8.0,8.785714285714286,False
4,99,2.0,6.571428571428571,8.333333333333334,False
4,121,3.0,5.857142857142857,8.0,False
4,122,2.0,4.714285714285714,7.647058823529412,False
4,145,8.0,4.285714285714286,7.666666666666667,False
4,167,7.0,4.285714285714286,7.631578947368421,False
4,176,1.0,3.857142857142857,7.3,False
4,189,1.0,3.4285714285714284,7.0,False
4,192,9.0,4.428571428571429,7.090909090909091,False
4,193,7.0,5.0,7.086956521739131,False
4,194,9.0,6.0,7.166666666666667,False
4,208,12.0,6.571428571428571,7.36,False
4,216,10.0,7.0,7.461538461538462,False
4,227,1.0,7.0,7.222222222222222,False
4,230,11.0,8.428571428571429,7.357142857142857,False
4,234,3.0,7.571428571428571,7.206896551724138,False
4,246,5.0,7.285714285714286,7.133333333333334,False
4,274,5.0,6.714285714285714,7.166666666666667,False
4,287,4.0,5.571428571428571,6.466666666666667,False
4,299,11.0,5.714285714285714,6.366666666666666,False
4,303,14.0,7.571428571428571,6.4,False
4,310,6.0,6.857142857142857,6.5,False
4,319,10.0,7.857142857142857,6.633333333333334,False
4,333,7.0,8.142857142857142,6.8,False
4,352,3.0,7.857142857142857,6.5,False
4,354,3.0,7.714285714285714,6.333333333333333,False
4,356,1.0,6.285714285714286,6.033333333333333,False
4,369,12.0,6.0,6.066666666666666,False
4,397,15.0,7.285714285714286,6.333333333333333,False
4,409,3.0,6.285714285714286,6.3,False
4,427,4.0,5.857142857142857,6.3,False
4,441,8.0,6.571428571428571,6.5,False
4,450,6.0,7.0,6.6,False
4,475,3.0,7.285714285714286,6.633333333333334,False
4,486,3.0,6.0,6.466666666666667,False
4,488,7.0,4.857142857142857,6.466666666666667,False
4,498,11.0,6.0,6.8,False
4,510,1.0,5.571428571428571,6.8,False
4,511,8.0,5.571428571428571,6.766666666666667,False
4,518,13.0,6.571428571428571,6.966666666666667,False
4,521,15.0,8.285714285714286,7.166666666666667,False
4,546,12.0,9.571428571428571,7.166666666666667,True
4,554,8.0,9.714285714285714,7.1,True
4,559,9.0,9.428571428571429,7.366666666666666,False
4,573,13.0,11.142857142857142,7.433333333333334,True
4,581,3.0,10.428571428571429,7.433333333333334,True
4,586,9.0,9.857142857142858,7.566666666666666,True
4,590,0.0,7.714285714285714,7.4,False
4,603,11.0,7.571428571428571,7.633333333333334,False
4,618,2.0,6.714285714285714,7.333333333333333,False
4,623,8.0,6.571428571428571,7.133333333333334,False
4,640,8.0,5.857142857142857,7.2,False
4,642,4.0,6.0,7.0,False
4,643,6.0,5.571428571428571,6.966666666666667,False
4,647,2.0,5.857142857142857,6.933333333333334,False
4,655,10.0,5.714285714285714,7.166666666666667,False
4,659,0.0,5.428571428571429,7.133333333333334,False
4,673,2.0,4.571428571428571,6.8,False
4,685,4.0,4.0,6.433333333333334,False
4,696,1.0,3.5714285714285716,6.366666666666666,False
4,706,8.0,3.857142857142857,6.5,False
4,707,14.0,5.571428571428571,6.7,False
4,718,13.0,6.0,6.933333333333334,False
4,728,9.0,7.285714285714286,7.133333333333334,False
4,729,13.0,8.857142857142858,7.466666666666667,False
4,730,5.0,9.0,7.4,False
5,1,5.0,5.0,5.0,False
5,14,6.0,5.5,5.5,False
5,46,0.0,3.6666666666666665,3.6666666666666665,False
5,49,5.0,4.0,4.0,False
5,54,12.0,5.6,5.6,False
5,55,15.0,7.166666666666667,7.166666666666667,False
5,70,9.0,7.428571428571429,7.428571428571429,False
5,76,5.0,7.428571428571429,7.125,False
5,82,5.0,7.285714285714286,6.888888888888889,False
5,87,6.0,8.142857142857142,6.8,False
5,93,3.0,7.857142857142857,6.454545454545454,False
5,94,2.0,6.428571428571429,6.083333333333333,False
5,105,2.0,4.571428571428571,5.769230769230769,False
5,114,1.0,3.4285714285714284,5.428571428571429,False
5,115,4.0,3.2857142857142856,5.333333333333333,False
5,126,12.0,4.285714285714286,5.75,False
5,139,7.0,4.428571428571429,5.823529411764706,False
5,140,5.0,4.714285714285714,5.777777777777778,False
5,152,4.0,5.0,5.684210526315789,False
5,155,10.0,6.142857142857143,5.9,False
5,161,14.0,8.0,6.285714285714286,False
5,164,10.0,8.857142857142858,6.454545454545454,True
5,167,5.0,7.857142857142857,6.391304347826087,False
5,176,12.0,8.571428571428571,6.625,False
5,177,10.0,9.285714285714286,6.76,True
5,202,2.0,9.0,6.576923076923077,True
5,203,13.0,9.428571428571429,6.814814814814815,True
5,232,11.0,9.0,6.964285714285714,False
5,254,2.0,7.857142857142857,6.793103448275862,False
5,266,3.0,7.571428571428571,6.666666666666667,False
5,267,15.0,8.0,7.0,False
5,272,2.0,6.857142857142857,6.866666666666666,False
5,275,5.0,7.285714285714286,7.033333333333333,False
5,277,11.0,7.0,7.233333333333333,False
5,281,14.0,7.428571428571429,7.3,False
5,295,8.0,8.285714285714286,7.066666666666666,False
5,298,15.0,10.0,7.266666666666667,True
5,306,10.0,9.285714285714286,7.433333333333334,False
5,313,1.0,9.142857142857142,7.3,False
5,316,10.0,9.857142857142858,7.433333333333334,True
5,321,1.0,8.428571428571429,7.366666666666666,False
5,323,0.0,6.428571428571429,7.3,False
5,326,15.0,7.428571428571429,7.733333333333333,False
5,332,9.0,6.571428571428571,8.0,False
5,334,10.0,6.571428571428571,8.2,False
5,346,11.0,8.0,8.166666666666666,False
5,350,8.0,7.714285714285714,8.2,False
5,354,2.0,7.857142857142857,8.1,False
5,369,4.0,8.428571428571429,8.1,False
5,370,5.0,7.0,7.933333333333334,False
5,379,14.0,7.714285714285714,7.933333333333334,False
5,394,8.0,7.428571428571429,7.866666666666666,False
5,400,3.0,6.285714285714286,7.8,False
5,404,10.0,6.571428571428571,7.733333333333333,False
5,412,1.0,6.428571428571429,7.433333333333334,False
5,420,10.0,7.285714285714286,7.7,False
5,432,8.0,7.714285714285714,7.533333333333333,False
5,435,11.0,7.285714285714286,7.533333333333333,False
5,437,10.0,7.571428571428571,7.8,False
5,448,1.0,7.285714285714286,7.733333333333333,False
5,455,12.0,7.571428571428571,7.633333333333334,False
5,461,2.0,7.714285714285714,7.633333333333334,False
5,464,3.0,6.714285714285714,7.566666666666666,False
5,467,10.0,7.0,7.533333333333333,False
5,468,7.0,6.428571428571429,7.3,False
5,469,15.0,7.142857142857143,7.533333333333333,False
5,473,13.0,8.857142857142858,7.466666666666667,False
5,474,5.0,7.857142857142857,7.3,False
5,478,7.0,8.571428571428571,7.5,False
5,503,2.0,8.428571428571429,7.233333333333333,False
5,513,10.0,8.428571428571429,7.533333333333333,False
5,516,14.0,9.428571428571429,8.0,False
5,522,7.0,8.285714285714286,7.733333333333333,False
5,537,19.0,9.142857142857142,8.066666666666666,False
5,552,10.0,9.857142857142858,8.066666666666666,False
5,555,13.0,10.714285714285714,8.133333333333333,True
5,557,8.0,11.571428571428571,8.133333333333333,True
5,575,6.0,11.0,8.266666666666667,True
5,579,12.0,10.714285714285714,8.533333333333333,False
5,589,5.0,10.428571428571429,8.533333333333333,False
5,596,0.0,7.714285714285714,8.066666666666666,False
5,608,26.0,10.0,8.666666666666666,False
5,609,13.0,10.0,9.0,False
5,621,4.0,9.428571428571429,8.8,False
5,622,10.0,10.0,9.1,False
5,623,3.0,8.714285714285714,8.866666666666667,False
5,624,9.0,9.285714285714286,8.9,False
5,641,12.0,11.0,8.933333333333334,False
5,643,6.0,8.142857142857142,8.8,False
5,646,10.0,7.714285714285714,9.1,False
5,647,15.0,9.285714285714286,9.2,False
5,663,4.0,8.428571428571429,9.266666666666667,False
5,668,6.0,8.857142857142858,9.366666666666667,False
5,682,15.0,9.714285714285714,9.533333333333333,False
5,686,12.0,9.714285714285714,9.7,False
5,689,12.0,10.571428571428571,9.6,False
5,690,15.0,11.285714285714286,9.666666666666666,False
5,712,13.0,11.0,9.933333333333334,False
5,727,4.0,11.0,9.833333333333334,False
6,1,7.0,7.0,7.0,False
6,2,6.0,6.5,6.5,False
6,3,13.0,8.666666666666666,8.666666666666666,False
6,6,5.0,7.75,7.75,False
6,34,12.0,8.6,8.6,False
6,45,13.0,9.333333333333334,9.333333333333334,False
6,46,14.0,10.0,10.0,False
6,65,14.0,11.0,10.5,False
6,79,8.0,11.285714285714286,10.222222222222221,False
6,90,3.0,9.857142857142858,9.5,False
6,102,12.0,10.857142857142858,9.727272727272727,False
6,109,6.0,10.0,9.416666666666666,False
6,110,12.0,9.857142857142858,9.615384615384615,False
6,113,11.0,9.428571428571429,9.714285714285714,False
6,120,2.0,7.714285714285714,9.2,False
6,125,0.0,6.571428571428571,8.625,False
6,130,6.0,7.0,8.470588235294118,False
6,139,11.0,6.857142857142857,8.61111111111111,False
6,142,11.0,7.571428571428571,8.736842105263158,False
6,143,13.0,7.714285714285714,8.95,False
6,153,15.0,8.285714285714286,9.238095238095237,False
6,155,15.0,10.142857142857142,9.5,False
6,163,0.0,10.142857142857142,9.08695652173913,False
6,165,13.0,11.142857142857142,9.25,False
6,177,14.0,11.571428571428571,9.44,False
6,193,3.0,10.428571428571429,9.192307692307692,False
6,194,7.0,9.571428571428571,9.11111111111111,False
6,204,9.0,8.714285714285714,9.107142857142858,False
6,213,0.0,6.571428571428571,8.793103448275861,False
6,215,2.0,6.857142857142857,8.566666666666666,False
6,239,13.0,6.857142857142857,8.766666666666667,False
6,259,6.0,5.714285714285714,8.766666666666667,False
6,269,7.0,6.285714285714286,8.566666666666666,False
6,271,4.0,5.857142857142857,8.533333333333333,False
6,275,11.0,6.142857142857143,8.5,False
6,280,6.0,7.0,8.266666666666667,False
6,284,5.0,7.428571428571429,7.966666666666667,False
6,287,3.0,6.0,7.6,False
6,288,4.0,5.714285714285714,7.466666666666667,False
6,305,4.0,5.285714285714286,7.5,False
6,308,9.0,6.0,7.4,False
6,315,11.0,6.0,7.566666666666666,False
6,325,15.0,7.285714285714286,7.666666666666667,False
6,339,11.0,8.142857142857142,7.666666666666667,False
6,341,7.0,8.714285714285714,7.833333333333333,False
6,355,7.0,9.142857142857142,8.066666666666666,False
6,368,2.0,8.857142857142858,7.933333333333334,False
6,381,10.0,9.0,7.9,False
6,392,8.0,8.571428571428571,7.8,False
6,394,0.0,6.428571428571429,7.366666666666666,False
6,397,8.0,6.0,7.133333333333334,False
6,404,8.0,6.142857142857143,6.9,False
6,407,8.0,6.285714285714286,7.166666666666667,False
6,418,6.0,6.857142857142857,6.933333333333334,False
6,421,14.0,7.428571428571429,6.933333333333334,False
6,426,1.0,6.428571428571429,6.866666666666666,False
6,435,0.0,6.428571428571429,6.633333333333334,False
6,454,10.0,6.714285714285714,6.666666666666667,False
6,458,4.0,6.142857142857143,6.8,False
6,461,2.0,5.285714285714286,6.8,False
6,469,4.0,5.0,6.5,False
6,474,5.0,3.7142857142857144,6.466666666666667,False
6,486,8.0,4.714285714285714,6.5,False
6,499,12.0,6.428571428571429,6.766666666666667,False
6,503,9.0,6.285714285714286,6.7,False
6,531,6.0,6.571428571428571,6.7,False
6,535,8.0,7.428571428571429,6.8,False
6,545,17.0,9.285714285714286,7.266666666666667,False
6,547,15.0,10.714285714285714,7.633333333333334,True
6,575,3.0,10.0,7.6,True
6,576,5.0,9.0,7.466666666666667,False
6,587,0.0,7.714285714285714,7.1,False
6,602,13.0,8.714285714285714,7.033333333333333,False
6,609,6.0,8.428571428571429,6.866666666666666,False
6,611,13.0,7.857142857142857,7.066666666666666,False
6,612,7.0,6.714285714285714,7.066666666666666,False
6,626,12.0,8.0,7.4,False
6,635,0.0,7.285714285714286,7.066666666666666,False
6,638,7.0,8.285714285714286,7.033333333333333,False
6,646,6.0,7.285714285714286,7.233333333333333,False
6,655,5.0,7.142857142857143,7.133333333333334,False
6,656,5.0,6.0,7.033333333333333,False
6,657,3.0,5.428571428571429,6.866666666666666,False
6,668,6.0,4.571428571428571,6.866666666666666,False
6,669,8.0,5.714285714285714,6.666666666666667,False
6,675,14.0,6.714285714285714,7.1,False
6,684,0.0,5.857142857142857,7.1,False
6,690,2.0,5.428571428571429,6.833333333333333,False
6,695,1.0,4.857142857142857,6.733333333333333,False
7,1,11.0,11.0,11.0,False
7,3,4.0,7.5,7.5,False
7,15,11.0,8.666666666666666,8.666666666666666,False
7,19,14.0,10.0,10.0,False
7,33,0.0,8.0,8.0,False
7,35,4.0,7.333333333333333,7.333333333333333,False
7,55,12.0,8.0,8.0,False
7,56,7.0,7.428571428571429,7.875,False
7,67,1.0,7.0,7.111111111111111,False
7,89,7.0,6.428571428571429,7.1,False
7,99,11.0,6.0,7.454545454545454,False
7,107,5.0,6.714285714285714,7.25,False
7,111,6.0,7.0,7.153846153846154,False
7,137,0.0,5.285714285714286,6.642857142857143,False
7,146,14.0,6.285714285714286,7.133333333333334,False
7,147,4.0,6.714285714285714,6.9375,False
7,158,0.0,5.714285714285714,6.529411764705882,False
7,164,2.0,4.428571428571429,6.277777777777778,False
7,194,15.0,5.857142857142857,6.7368421052631575,False
7,201,12.0,6.714285714285714,7.0,False
7,206,15.0,8.857142857142858,7.380952380952381,False
7,215,12.0,8.571428571428571,7.590909090909091,False
7,216,7.0,9.0,7.565217391304348,False
7,219,17.0,11.428571428571429,7.958333333333333,True
7,225,15.0,13.285714285714286,8.24,True
7,228,2.0,11.428571428571429,8.0,True
7,237,7.0,10.714285714285714,7.962962962962963,True
7,246,28.0,12.571428571428571,8.678571428571429,True
7,257,12.0,12.571428571428571,8.793103448275861,True
7,264,7.0,12.571428571428571,8.733333333333333,True
7,289,8.0,11.285714285714286,8.633333333333333,True
7,319,13.0,11.0,8.933333333333334,False
7,325,13.0,12.571428571428571,9.0,True
7,341,5.0,12.285714285714286,8.7,True
7,342,14.0,10.285714285714286,9.166666666666666,False
7,343,3.0,9.0,9.133333333333333,False
