Customer_Key,Total_Revenue,Order_Count,Avg_Order,Feedback,CLV_EUR,CAC_EUR,Quadrant
50,23026.940000000002,9,2878.3675000000003,3.2222222222222223,23026.940000000002,18.5,Star
51,7354.59,5,1838.6475,3.4,7354.59,18.5,Optimize
52,9610.09,4,3203.3633333333332,3.25,9610.09,18.5,Star
53,6060.86,3,2020.2866666666666,1.3333333333333333,6060.86,18.5,Optimize
54,4421.92,3,2210.96,3.0,4421.92,18.5,Optimize
55,10593.300000000001,7,1513.3285714285716,3.0,10593.300000000001,18.5,Star
56,19668.09,8,2458.51125,3.125,19668.09,18.5,Star
57,11820.44,9,1688.6342857142859,3.3333333333333335,11820.44,18.5,Star
58,16665.36,9,2777.56,3.111111111111111,16665.36,18.5,Star
59,12643.82,7,1806.26,3.5714285714285716,12643.82,18.5,Star
60,5038.83,5,1007.766,2.0,5038.83,18.5,Optimize
61,7359.790000000001,5,1839.9475000000002,2.6,7359.790000000001,18.5,Optimize
62,14091.65,8,2013.0928571428572,2.875,14091.65,18.5,Star
63,12475.74,4,3118.935,3.25,12475.74,18.5,Star
64,10689.73,5,2137.946,2.0,10689.73,18.5,Star
65,6762.29,6,1352.458,3.6666666666666665,6762.29,18.5,Optimize
66,10305.330000000002,5,2576.3325000000004,3.4,10305.330000000002,18.5,Star
67,13896.57,9,1544.0633333333333,3.0,13896.57,18.5,Star
68,5269.95,6,1053.99,3.6666666666666665,5269.95,18.5,Optimize
69,18018.3,8,2252.2875,3.375,18018.3,18.5,Star
70,4728.54,4,1182.135,3.0,4728.54,18.5,Optimize
71,18589.11,5,3717.822,3.6,18589.11,18.5,Star
72,2240.7799999999997,3,746.9266666666666,4.333333333333333,2240.7799999999997,18.5,Optimize
73,21327.32,7,3046.7599999999998,3.0,21327.32,18.5,Star
74,5433.1,4,1358.275,3.0,5433.1,18.5,Optimize
75,8821.17,10,1102.64625,3.3,8821.17,18.5,Optimize
76,6982.61,3,2327.5366666666664,1.6666666666666667,6982.61,18.5,Optimize
77,9264.01,5,1852.8020000000001,3.2,9264.01,18.5,Star
78,2842.7999999999997,5,710.6999999999999,3.2,2842.7999999999997,18.5,Optimize
79,14564.3,9,1820.5375,2.7777777777777777,14564.3,18.5,Star
80,14155.84,4,3538.96,1.75,14155.84,18.5,Star
81,10035.289999999999,4,3345.0966666666664,1.0,10035.289999999999,18.5,Star
82,8709.2,4,2903.066666666667,4.25,8709.2,18.5,Optimize
83,13862.93,6,2772.5860000000002,2.8333333333333335,13862.93,18.5,Star
84,21746.57,9,2718.32125,2.4444444444444446,21746.57,18.5,Star
85,7314.84,3,2438.28,3.0,7314.84,18.5,Optimize
86,183.72,1,183.72,4.0,183.72,18.5,Optimize
87,5546.030000000001,4,1386.5075000000002,4.0,5546.030000000001,18.5,Optimize
88,5914.91,4,1478.7275,2.0,5914.91,18.5,Optimize
89,9556.529999999999,5,2389.1324999999997,2.8,9556.529999999999,18.5,Star
90,10293.93,4,2573.4825,3.5,10293.93,18.5,Star
91,6534.95,7,1089.1583333333333,4.0,6534.95,18.5,Optimize
92,13255.529999999999,7,2209.2549999999997,2.857142857142857,13255.529999999999,18.5,Star
93,15654.740000000002,4,3913.6850000000004,1.75,15654.740000000002,18.5,Star
94,17680.28,8,2210.035,3.125,17680.28,18.5,Star
95,8293.97,4,2073.4925,3.25,8293.97,18.5,Optimize
96,7293.91,4,2431.3033333333333,3.0,7293.91,18.5,Optimize
97,10206.02,4,2551.505,4.0,10206.02,18.5,Star
98,19917.91,7,2845.4157142857143,3.0,19917.91,18.5,Star
99,2419.12,3,806.3733333333333,2.3333333333333335,2419.12,18.5,Optimize
100,13569.49,5,2713.898,3.4,13569.49,18.5,Star
101,16847.37,7,2406.7671428571425,2.4285714285714284,16847.37,18.5,Star
102,5124.64,5,1024.928,3.4,5124.64,18.5,Optimize
103,10154.689999999999,6,1692.448333333333,2.5,10154.689999999999,18.5,Star
104,14260.599999999999,6,2852.12,3.8333333333333335,14260.599999999999,18.5,Star
105,3154.21,3,1051.4033333333334,1.6666666666666667,3154.21,18.5,Optimize
106,14985.14,6,2497.523333333333,3.1666666666666665,14985.14,18.5,Star
107,12900.22,8,1842.8885714285714,3.0,12900.22,18.5,Star
108,15800.25,6,3160.05,3.1666666666666665,15800.25,18.5,Star
109,9001.52,8,1125.19,3.125,9001.52,18.5,Star
110,6725.1900000000005,3,3362.5950000000003,3.6666666666666665,6725.1900000000005,18.5,Optimize
111,4078.94,2,2039.47,4.5,4078.94,18.5,Optimize
112,16133.26,5,3226.652,3.4,16133.26,18.5,Star
113,7370.639999999999,2,3685.3199999999997,3.0,7370.639999999999,18.5,Optimize
114,10804.23,5,2160.846,2.4,10804.23,18.5,Star
115,4182.95,1,4182.95,4.0,4182.95,18.5,Optimize
116,12522.39,4,3130.5975,3.5,12522.39,18.5,Star
117,8032.76,4,2008.19,3.75,8032.76,18.5,Optimize
118,16677.42,7,2382.488571428571,3.142857142857143,16677.42,18.5,Star
119,5923.2699999999995,3,2961.6349999999998,3.0,5923.2699999999995,18.5,Optimize
120,4980.6900000000005,4,1245.1725000000001,2.25,4980.6900000000005,18.5,Optimize
121,16723.84,6,3344.768,3.6666666666666665,16723.84,18.5,Star
122,10760.08,5,2152.016,2.8,10760.08,18.5,Star
123,5203.66,6,867.2766666666666,3.1666666666666665,5203.66,18.5,Optimize
124,4839.67,4,1209.9175,3.0,4839.67,18.5,Optimize
125,12292.08,5,2458.416,2.6,12292.08,18.5,Star
126,12867.26,7,2144.5433333333335,2.857142857142857,12867.26,18.5,Star
127,17139.01,9,2142.37625,3.3333333333333335,17139.01,18.5,Star
128,6606.38,2,3303.19,3.5,6606.38,18.5,Optimize
129,4116.110000000001,2,2058.0550000000003,2.5,4116.110000000001,18.5,Optimize
130,17788.54,9,2541.2200000000003,2.888888888888889,17788.54,18.5,Star
131,28471.62,12,2372.6349999999998,3.25,28471.62,18.5,Star
132,1920.58,5,480.145,3.4,1920.58,18.5,Optimize
133,10438.27,7,1739.7116666666668,3.2857142857142856,10438.27,18.5,Star
134,11142.97,6,2228.594,3.6666666666666665,11142.97,18.5,Star
135,9740.27,7,3246.7566666666667,3.142857142857143,9740.27,18.5,Star
136,14356.33,5,2871.266,2.4,14356.33,18.5,Star
137,780.12,1,780.12,5.0,780.12,18.5,Optimize
138,14837.02,8,2119.574285714286,3.25,14837.02,18.5,Star
139,17217.34,6,3443.468,3.3333333333333335,17217.34,18.5,Star
140,9174.42,5,1834.884,4.0,9174.42,18.5,Star
141,8110.860000000001,7,1351.8100000000002,2.4285714285714284,8110.860000000001,18.5,Optimize
142,11844.35,8,1480.54375,2.0,11844.35,18.5,Star
143,4286.6,4,1428.8666666666668,4.0,4286.6,18.5,Optimize
144,14893.29,6,2978.6580000000004,3.8333333333333335,14893.29,18.5,Star
145,18295.739999999998,8,3659.1479999999997,3.125,18295.739999999998,18.5,Star
146,2363.85,4,1181.925,3.5,2363.85,18.5,Optimize
147,7988.47,6,1331.4116666666666,2.6666666666666665,7988.47,18.5,Optimize
148,12556.169999999998,6,2092.6949999999997,3.3333333333333335,12556.169999999998,18.5,Star
149,14227.06,8,1778.3825,3.75,14227.06,18.5,Star
150,12782.56,5,2556.5119999999997,2.2,12782.56,18.5,Star
151,4046.68,3,2023.34,3.3333333333333335,4046.68,18.5,Optimize
152,7866.58,5,1573.316,2.8,7866.58,18.5,Optimize
153,13827.31,5,2765.462,3.2,13827.31,18.5,Star
154,15399.77,5,3079.954,2.6,15399.77,18.5,Star
155,31775.07,9,3530.5633333333335,4.111111111111111,31775.07,18.5,Star
156,6623.469999999999,7,1103.9116666666666,2.857142857142857,6623.469999999999,18.5,Optimize
157,24568.32,8,3071.04,3.625,24568.32,18.5,Star
158,4474.4400000000005,5,1118.6100000000001,2.8,4474.4400000000005,18.5,Optimize
159,11286.04,4,3762.013333333334,2.5,11286.04,18.5,Star
160,16668.89,9,1852.0988888888887,3.111111111111111,16668.89,18.5,Star
161,6997.07,6,1749.2675,2.5,6997.07,18.5,Optimize
162,2612.15,3,1306.075,3.3333333333333335,2612.15,18.5,Optimize
163,10812.05,4,3604.0166666666664,3.75,10812.05,18.5,Star
164,2980.2799999999997,3,993.4266666666666,2.6666666666666665,2980.2799999999997,18.5,Optimize
165,15354.7,8,2559.116666666667,3.125,15354.7,18.5,Star
166,5345.94,7,1781.9799999999998,4.285714285714286,5345.94,18.5,Optimize
167,7959.56,7,1326.5933333333335,2.857142857142857,7959.56,18.5,Optimize
168,4381.65,4,1095.4125,1.75,4381.65,18.5,Optimize
169,7002.4400000000005,6,1167.0733333333335,3.3333333333333335,7002.4400000000005,18.5,Optimize
170,18647.29,7,3107.8816666666667,2.7142857142857144,18647.29,18.5,Star
171,11448.24,4,2862.06,3.75,11448.24,18.5,Star
172,14327.81,8,2046.83,3.5,14327.81,18.5,Star
173,12686.75,7,2537.35,3.0,12686.75,18.5,Star
174,8725.189999999999,6,1454.198333333333,4.166666666666667,8725.189999999999,18.5,Optimize
175,13886.24,4,3471.56,3.0,13886.24,18.5,Star
176,10468.97,4,2617.2425,3.5,10468.97,18.5,Star
177,8513.15,4,2128.2875,2.25,8513.15,18.5,Optimize
178,8877.08,6,2219.27,3.0,8877.08,18.5,Star
179,10064.58,5,2012.916,4.6,10064.58,18.5,Star
180,22828.2,10,2282.82,3.0,22828.2,18.5,Star
181,3903.7,6,1301.2333333333333,2.5,3903.7,18.5,Optimize
182,3950.2200000000003,5,1316.74,3.6,3950.2200000000003,18.5,Optimize
183,6295.1,4,1573.775,3.25,6295.1,18.5,Optimize
184,11951.77,3,3983.9233333333336,3.0,11951.77,18.5,Star
185,15377.43,10,1708.6033333333335,3.4,15377.43,18.5,Star
186,21597.13,8,3085.304285714286,2.0,21597.13,18.5,Star
187,22048.57,7,3149.7957142857144,2.7142857142857144,22048.57,18.5,Star
188,6348.860000000001,3,2116.286666666667,3.0,6348.860000000001,18.5,Optimize
189,7538.349999999999,4,2512.7833333333333,2.75,7538.349999999999,18.5,Optimize
190,18260.129999999997,6,3652.0259999999994,2.8333333333333335,18260.129999999997,18.5,Star
191,7008.349999999999,7,1001.1928571428571,3.4285714285714284,7008.349999999999,18.5,Optimize
192,10744.2,4,2686.05,4.25,10744.2,18.5,Star
193,9796.130000000001,6,1959.226,3.6666666666666665,9796.130000000001,18.5,Star
194,10857.04,6,1809.506666666667,3.3333333333333335,10857.04,18.5,Star
195,7301.3099999999995,2,3650.6549999999997,1.5,7301.3099999999995,18.5,Optimize
196,18706.1,8,2338.2625,3.25,18706.1,18.5,Star
197,16370.279999999999,8,2338.6114285714284,2.75,16370.279999999999,18.5,Star
198,2845.21,2,1422.605,3.0,2845.21,18.5,Optimize
199,13509.19,4,3377.2975,3.75,13509.19,18.5,Star
200,10921.369999999999,6,2184.274,4.333333333333333,10921.369999999999,18.5,Star
201,4444.88,6,740.8133333333334,2.3333333333333335,4444.88,18.5,Optimize
202,1377.22,5,344.305,2.8,1377.22,18.5,Optimize
203,8152.49,3,2717.4966666666664,3.0,8152.49,18.5,Optimize
204,3807.98,2,3807.98,1.0,3807.98,18.5,Optimize
205,7470.51,3,2490.17,1.6666666666666667,7470.51,18.5,Optimize
206,4653.46,4,1163.365,3.75,4653.46,18.5,Optimize
207,8008.29,5,1601.658,3.0,8008.29,18.5,Optimize
208,5520.42,5,1840.14,4.0,5520.42,18.5,Optimize
209,13073.51,7,1867.6442857142858,2.857142857142857,13073.51,18.5,Star
210,8869.72,6,1478.2866666666666,2.6666666666666665,8869.72,18.5,Star
211,2165.73,3,1082.865,3.6666666666666665,2165.73,18.5,Optimize
212,6166.96,4,1541.74,4.5,6166.96,18.5,Optimize
213,20423.63,10,2269.2922222222223,4.2,20423.63,18.5,Star
214,9722.32,6,2430.58,3.6666666666666665,9722.32,18.5,Star
215,4615.889999999999,3,1538.6299999999999,2.6666666666666665,4615.889999999999,18.5,Optimize
216,9268.51,5,1853.702,4.0,9268.51,18.5,Star
217,16620.16,10,1662.016,2.8,16620.16,18.5,Star
218,13534.31,6,2706.862,2.3333333333333335,13534.31,18.5,Star
219,8017.53,4,4008.765,3.75,8017.53,18.5,Optimize
220,6252.25,5,1250.45,3.4,6252.25,18.5,Optimize
221,9173.58,4,2293.395,3.25,9173.58,18.5,Star
222,4131.98,4,1032.995,3.0,4131.98,18.5,Optimize
223,14983.51,9,1664.8344444444444,2.6666666666666665,14983.51,18.5,Star
224,12535.24,8,1566.905,2.625,12535.24,18.5,Star
225,3688.65,4,1229.55,3.5,3688.65,18.5,Optimize
226,11382.880000000001,5,2276.576,2.6,11382.880000000001,18.5,Star
227,10989.96,5,2197.9919999999997,3.4,10989.96,18.5,Star
228,11712.56,6,1952.0933333333332,3.1666666666666665,11712.56,18.5,Star
229,4227.52,3,1409.1733333333334,3.3333333333333335,4227.52,18.5,Optimize
230,805.08,1,805.08,4.0,805.08,18.5,Optimize
231,6367.6,5,1273.52,4.2,6367.6,18.5,Optimize
232,15532.650000000001,8,1941.5812500000002,3.125,15532.650000000001,18.5,Star
233,10525.24,3,3508.4133333333334,2.0,10525.24,18.5,Star
234,6689.15,3,3344.575,2.0,6689.15,18.5,Optimize
235,13869.45,7,3467.3625,2.4285714285714284,13869.45,18.5,Star
236,16496.57,9,1832.9522222222222,2.3333333333333335,16496.57,18.5,Star
237,8451.03,4,2112.7575,2.5,8451.03,18.5,Optimize
238,13464.46,7,1923.4942857142855,3.0,13464.46,18.5,Star
239,12260.47,7,2452.094,3.142857142857143,12260.47,18.5,Star
240,8922.01,4,2230.5025,1.25,8922.01,18.5,Star
241,14752.2,6,2458.7000000000003,2.3333333333333335,14752.2,18.5,Star
242,13306.43,7,1900.9185714285716,2.7142857142857144,13306.43,18.5,Star
243,10631.119999999999,5,2126.2239999999997,3.8,10631.119999999999,18.5,Star
244,18153.15,12,1815.315,2.1666666666666665,18153.15,18.5,Star
245,6515.139999999999,4,2171.713333333333,3.75,6515.139999999999,18.5,Optimize
246,5311.51,3,1770.5033333333333,1.6666666666666667,5311.51,18.5,Optimize
247,21333.79,7,3047.684285714286,4.0,21333.79,18.5,Star
248,3968.95,4,1322.9833333333333,4.5,3968.95,18.5,Optimize
249,14662.32,8,1832.79,3.125,14662.32,18.5,Star
250,9355.72,3,3118.5733333333333,3.3333333333333335,9355.72,18.5,Star
251,11269.33,7,1878.2216666666666,2.4285714285714284,11269.33,18.5,Star
252,17265.9,8,2466.557142857143,2.75,17265.9,18.5,Star
253,9080.539999999999,4,2270.1349999999998,2.5,9080.539999999999,18.5,Star
254,856.6099999999999,2,428.30499999999995,3.0,856.6099999999999,18.5,Optimize
255,3885.3599999999997,4,1295.12,3.5,3885.3599999999997,18.5,Optimize
256,14405.400000000001,7,2057.914285714286,3.857142857142857,14405.400000000001,18.5,Star
257,11453.09,4,3817.6966666666667,3.0,11453.09,18.5,Star
258,15403.869999999999,7,2567.3116666666665,2.4285714285714284,15403.869999999999,18.5,Star
259,16930.43,9,2418.632857142857,4.111111111111111,16930.43,18.5,Star
260,7489.97,4,1872.4925,2.25,7489.97,18.5,Optimize
261,10548.77,6,1758.1283333333333,2.6666666666666665,10548.77,18.5,Star
262,14026.5,7,2003.7857142857142,2.0,14026.5,18.5,Star
263,7309.99,3,2436.6633333333334,4.666666666666667,7309.99,18.5,Optimize
264,1969.62,5,492.405,3.6,1969.62,18.5,Optimize
265,21490.64,7,3581.773333333333,2.857142857142857,21490.64,18.5,Star
266,12743.16,8,1820.4514285714286,2.75,12743.16,18.5,Star
267,11771.57,4,3923.8566666666666,3.0,11771.57,18.5,Star
268,16007.71,5,3201.542,3.2,16007.71,18.5,Star
269,6492.07,5,1298.414,4.0,6492.07,18.5,Optimize
270,12862.300000000001,9,1837.4714285714288,3.0,12862.300000000001,18.5,Star
271,15780.73,9,1972.59125,3.0,15780.73,18.5,Star
272,10053.85,4,2513.4625,3.25,10053.85,18.5,Star
273,4874.41,5,1218.6025,3.2,4874.41,18.5,Optimize
274,11893.68,6,1982.28,2.5,11893.68,18.5,Star
275,8444.04,6,1407.3400000000001,2.1666666666666665,8444.04,18.5,Optimize
276,28742.12,13,2612.92,3.1538461538461537,28742.12,18.5,Star
277,9496.46,7,1582.743333333333,3.5714285714285716,9496.46,18.5,Star
278,2045.8500000000001,2,1022.9250000000001,3.5,2045.8500000000001,18.5,Optimize
279,13470.550000000001,6,2694.11,2.3333333333333335,13470.550000000001,18.5,Star
280,6101.86,4,1525.465,2.25,6101.86,18.5,Optimize
281,10515.4,4,2628.85,2.5,10515.4,18.5,Star
282,12577.36,4,3144.34,3.5,12577.36,18.5,Star
283,14891.029999999999,6,2481.838333333333,2.6666666666666665,14891.029999999999,18.5,Star
284,7717.78,7,1102.54,3.142857142857143,7717.78,18.5,Optimize
285,19118.52,8,2389.815,3.5,19118.52,18.5,Star
286,9821.21,10,1227.65125,2.8,9821.21,18.5,Star
287,5881.03,6,1470.2575,3.0,5881.03,18.5,Optimize
288,10928.330000000002,6,2185.666,3.3333333333333335,10928.330000000002,18.5,Star
289,7896.37,7,1974.0925,2.857142857142857,7896.37,18.5,Optimize
290,13088.009999999998,9,2181.3349999999996,2.6666666666666665,13088.009999999998,18.5,Star
291,1487.12,3,1487.12,2.6666666666666665,1487.12,18.5,Optimize
292,14391.18,4,3597.795,4.0,14391.18,18.5,Star
293,17885.489999999998,4,4471.3724999999995,2.75,17885.489999999998,18.5,Star
294,10733.95,6,1788.9916666666668,4.0,10733.95,18.5,Star
295,7144.72,4,1786.18,2.0,7144.72,18.5,Optimize
296,4293.56,6,858.7120000000001,3.0,4293.56,18.5,Optimize
297,10489.91,5,3496.6366666666668,2.8,10489.91,18.5,Star
298,5202.94,9,650.3675,3.5555555555555554,5202.94,18.5,Optimize
299,11506.65,6,1917.7749999999999,2.5,11506.65,18.5,Star
300,9839.57,6,1967.914,3.6666666666666665,9839.57,18.5,Star
301,14181.38,6,2363.563333333333,2.8333333333333335,14181.38,18.5,Star
302,19259.96,6,3851.9919999999997,3.5,19259.96,18.5,Star
303,15293.92,4,3823.48,3.25,15293.92,18.5,Star
304,14271.44,5,3567.86,2.6,14271.44,18.5,Star
305,12478.61,4,3119.6525,4.25,12478.61,18.5,Star
306,14126.2,6,2354.366666666667,2.1666666666666665,14126.2,18.5,Star
307,7157.98,6,1192.9966666666667,2.6666666666666665,7157.98,18.5,Optimize
308,10409.45,5,2081.8900000000003,3.0,10409.45,18.5,Star
309,16741.38,6,2790.23,4.0,16741.38,18.5,Star
310,2251.43,3,750.4766666666666,2.3333333333333335,2251.43,18.5,Optimize
311,1055.32,2,1055.32,2.5,1055.32,18.5,Optimize
312,12467.5,5,3116.875,2.6,12467.5,18.5,Star
313,20453.190000000002,6,4090.6380000000004,3.6666666666666665,20453.190000000002,18.5,Star
314,6288.85,3,2096.2833333333333,4.666666666666667,6288.85,18.5,Optimize
315,22432.34,9,2804.0425,1.8888888888888888,22432.34,18.5,Star
316,10224.19,6,1704.0316666666668,4.333333333333333,10224.19,18.5,Star
317,4025.81,4,1006.4525,3.5,4025.81,18.5,Optimize
318,8732.36,3,4366.18,2.6666666666666665,8732.36,18.5,Optimize
319,12190.789999999999,9,1523.8487499999999,3.4444444444444446,12190.789999999999,18.5,Star
320,18045.489999999998,11,2255.6862499999997,3.090909090909091,18045.489999999998,18.5,Star
321,9431.8,7,1347.3999999999999,2.857142857142857,9431.8,18.5,Star
322,1826.65,4,456.6625,3.0,1826.65,18.5,Optimize
323,12442.119999999999,9,1555.2649999999999,3.111111111111111,12442.119999999999,18.5,Star
324,12701.84,4,4233.946666666667,4.5,12701.84,18.5,Star
325,7952.77,4,2650.9233333333336,2.25,7952.77,18.5,Optimize
326,827.76,3,413.88,3.3333333333333335,827.76,18.5,Optimize
327,9209.810000000001,5,1841.9620000000002,2.8,9209.810000000001,18.5,Star
328,16767.52,6,2794.5866666666666,2.5,16767.52,18.5,Star
329,4865.41,2,2432.705,3.0,4865.41,18.5,Optimize
330,10685.54,5,2137.108,3.0,10685.54,18.5,Star
331,7642.07,5,1528.414,3.2,7642.07,18.5,Optimize
332,767.4699999999999,3,383.73499999999996,2.6666666666666665,767.4699999999999,18.5,Optimize
333,8661.76,2,4330.88,3.5,8661.76,18.5,Optimize
334,6240.84,5,1248.1680000000001,2.4,6240.84,18.5,Optimize
335,10678.619999999999,5,2669.6549999999997,2.6,10678.619999999999,18.5,Star
336,7317.71,3,2439.2366666666667,2.3333333333333335,7317.71,18.5,Optimize
337,23198.64,10,2319.864,3.8,23198.64,18.5,Star
338,9016.23,8,1502.705,3.5,9016.23,18.5,Star
339,8338.87,3,2779.6233333333334,3.0,8338.87,18.5,Optimize
340,20961.739999999998,6,3493.623333333333,2.3333333333333335,20961.739999999998,18.5,Star
341,18144.2,6,3024.0333333333333,2.5,18144.2,18.5,Star
342,4227.61,4,1056.9025,2.25,4227.61,18.5,Optimize
343,3105.98,3,1035.3266666666666,2.3333333333333335,3105.98,18.5,Optimize
344,19464.059999999998,12,1946.4059999999997,3.0,19464.059999999998,18.5,Star
345,16201.72,5,4050.43,4.2,16201.72,18.5,Star
346,14991.51,6,2498.585,1.6666666666666667,14991.51,18.5,Star
347,6753.579999999999,4,1688.3949999999998,3.25,6753.579999999999,18.5,Optimize
348,5269.94,1,5269.94,5.0,5269.94,18.5,Optimize
349,12462.699999999999,6,2077.1166666666663,2.8333333333333335,12462.699999999999,18.5,Star
350,6241.96,6,1040.3266666666666,2.6666666666666665,6241.96,18.5,Optimize
351,12201.89,4,3050.4725,3.5,12201.89,18.5,Star
352,767.87,2,383.935,4.5,767.87,18.5,Optimize
353,4296.889999999999,5,1074.2224999999999,2.6,4296.889999999999,18.5,Optimize
354,5411.12,2,2705.56,3.0,5411.12,18.5,Optimize
355,11074.89,8,1582.1271428571429,3.25,11074.89,18.5,Star
356,13396.43,6,2679.286,3.0,13396.43,18.5,Star
357,8094.99,5,1618.998,3.4,8094.99,18.5,Optimize
358,2806.1,3,935.3666666666667,2.6666666666666665,2806.1,18.5,Optimize
359,8146.88,3,2715.6266666666666,2.0,8146.88,18.5,Optimize
360,7937.88,6,1322.98,2.6666666666666665,7937.88,18.5,Optimize
361,9177.44,4,2294.36,2.0,9177.44,18.5,Star
362,8171.4,4,8171.4,3.75,8171.4,18.5,Optimize
363,8188.56,6,1364.76,2.3333333333333335,8188.56,18.5,Optimize
364,13562.65,9,1695.33125,3.0,13562.65,18.5,Star
365,12089.52,5,2417.904,3.2,12089.52,18.5,Star
366,6084.2,5,1216.84,3.0,6084.2,18.5,Optimize
367,6161.33,5,1540.3325,2.6,6161.33,18.5,Optimize
368,9487.93,4,2371.9825,3.75,9487.93,18.5,Star
369,16578.3,9,2072.2875,3.0,16578.3,18.5,Star
370,11602.84,7,1657.5485714285714,2.7142857142857144,11602.84,18.5,Star
371,13961.89,7,2326.9816666666666,2.4285714285714284,13961.89,18.5,Star
372,5765.77,5,1441.4425,3.4,5765.77,18.5,Optimize
373,4067.3900000000003,3,2033.6950000000002,3.3333333333333335,4067.3900000000003,18.5,Optimize
374,7184.06,5,1436.8120000000001,2.8,7184.06,18.5,Optimize
375,6177.700000000001,4,1544.4250000000002,2.75,6177.700000000001,18.5,Optimize
376,5693.34,5,1423.335,3.2,5693.34,18.5,Optimize
377,9666.56,5,1933.312,3.8,9666.56,18.5,Star
378,19824.8,6,3964.96,4.166666666666667,19824.8,18.5,Star
379,10021.9,5,2004.3799999999999,2.4,10021.9,18.5,Star
380,6599.83,4,1649.9575,2.75,6599.83,18.5,Optimize
381,6493.2,5,1298.6399999999999,3.2,6493.2,18.5,Optimize
382,10901.0,6,2180.2,2.6666666666666665,10901.0,18.5,Star
383,17177.08,4,4294.27,2.5,17177.08,18.5,Star
384,4497.43,4,2248.715,2.0,4497.43,18.5,Optimize
385,8144.84,5,2036.21,1.8,8144.84,18.5,Optimize
386,92.32,3,92.32,3.3333333333333335,92.32,18.5,Optimize
387,20326.48,10,2032.648,3.1,20326.48,18.5,Star
388,16737.870000000003,6,3347.5740000000005,3.3333333333333335,16737.870000000003,18.5,Star
389,3085.3399999999997,2,1542.6699999999998,2.0,3085.3399999999997,18.5,Optimize
