Shipping_ID,Processing_Time_Days,Channel,Is_Delayed,Logistics_Key
LOG-209591,2.0,Mobile,False,126
LOG-249554,8.0,Desktop,False,127
LOG-228455,6.0,In-Store,False,128
LOG-233092,7.0,In-Store,False,129
LOG-236514,4.0,Desktop,False,130
LOG-219671,3.0,Mobile,False,131
LOG-237604,6.0,Desktop,False,132
LOG-211604,4.0,In-Store,False,133
LOG-253191,3.0,Mobile,False,134
LOG-212690,6.0,App,False,135
LOG-245917,5.0,Desktop,False,136
LOG-231963,8.0,Desktop,False,137
LOG-209163,2.0,App,False,138
LOG-224867,5.0,Mobile,False,139
LOG-232050,9.0,In-Store,True,140
LOG-231187,6.0,Desktop,False,141
LOG-237546,8.0,Desktop,False,142
LOG-242006,9.0,App,True,143
LOG-200448,6.0,Mobile,False,144
LOG-252852,7.0,App,False,145
LOG-246159,3.0,App,False,146
LOG-233493,7.0,App,False,147
LOG-206488,4.0,In-Store,False,148
LOG-237643,2.0,App,False,149
LOG-218692,9.0,Mobile,True,150
LOG-250191,1.0,Desktop,False,151
LOG-233543,2.0,App,False,152
LOG-235125,4.0,In-Store,False,153
LOG-223278,5.0,In-Store,False,154
LOG-236527,7.0,In-Store,False,155
LOG-213054,7.0,Desktop,False,156
LOG-237206,2.0,App,False,157
LOG-254869,2.0,Mobile,False,158
LOG-247008,7.0,Desktop,False,159
LOG-235660,4.0,Desktop,False,160
LOG-226035,10.0,Mobile,True,161
LOG-202672,8.0,In-Store,False,162
LOG-250708,1.0,Mobile,False,163
LOG-244011,10.0,Desktop,True,164
LOG-218075,7.0,Mobile,False,165
LOG-238217,7.0,Mobile,False,166
LOG-225111,7.0,In-Store,False,167
LOG-218304,6.0,App,False,168
LOG-238229,2.0,Mobile,False,169
LOG-231889,2.0,Mobile,False,170
LOG-239584,9.0,Mobile,True,171
LOG-230376,2.0,Desktop,False,172
LOG-252774,5.0,Desktop,False,173
LOG-253889,2.0,App,False,174
LOG-213932,2.0,In-Store,False,175
LOG-211400,4.0,App,False,176
LOG-204879,,In-Store,False,177
LOG-228345,1.0,Desktop,False,178
LOG-230078,5.0,App,False,179
LOG-255200,7.0,In-Store,False,180
LOG-252759,6.0,Mobile,False,181
LOG-234156,9.0,Mobile,True,182
LOG-206645,9.0,Desktop,True,183
LOG-243457,4.0,Desktop,False,184
LOG-224846,8.0,App,False,185
LOG-201792,2.0,Desktop,False,186
LOG-213937,1.0,App,False,187
LOG-222111,6.0,Desktop,False,188
LOG-232121,10.0,In-Store,True,189
LOG-242405,9.0,Desktop,True,190
LOG-241528,5.0,App,False,191
LOG-252667,2.0,App,False,192
LOG-218300,8.0,Desktop,False,193
LOG-209971,10.0,App,True,194
LOG-226072,4.0,In-Store,False,195
LOG-231896,2.0,Desktop,False,196
LOG-214301,1.0,App,False,197
LOG-253197,8.0,Mobile,False,198
LOG-204945,8.0,Desktop,False,199
LOG-215389,2.0,In-Store,False,200
LOG-252288,9.0,In-Store,True,201
LOG-213710,1.0,Desktop,False,202
LOG-200235,2.0,Desktop,False,203
LOG-208956,8.0,App,False,204
LOG-227676,3.0,Desktop,False,205
LOG-233364,9.0,App,True,206
LOG-233323,1.0,Desktop,False,207
LOG-249256,10.0,Desktop,True,208
LOG-205437,6.0,In-Store,False,209
LOG-219928,3.0,Mobile,False,210
LOG-208072,6.0,In-Store,False,211
LOG-253389,1.0,Desktop,False,212
LOG-246054,5.0,Desktop,False,213
LOG-229379,7.0,Desktop,False,214
LOG-244367,4.0,In-Store,False,215
LOG-241088,4.0,Desktop,False,216
LOG-219863,8.0,Mobile,False,217
LOG-241896,5.0,Mobile,False,218
LOG-247064,10.0,App,True,219
LOG-201247,1.0,App,False,220
LOG-225567,10.0,Mobile,True,221
LOG-240528,10.0,Desktop,True,222
LOG-223472,7.0,Desktop,False,223
LOG-205356,3.0,In-Store,False,224
LOG-217898,9.0,Mobile,True,225
LOG-233233,5.0,Desktop,False,226
LOG-245479,5.0,App,False,227
LOG-207444,6.0,App,False,228
LOG-252618,9.0,In-Store,True,229
LOG-224280,3.0,App,False,230
LOG-209255,1.0,Desktop,False,231
LOG-218755,9.0,App,True,232
LOG-240874,10.0,App,True,233
LOG-210309,8.0,App,False,234
LOG-232289,1.0,App,False,235
LOG-213726,3.0,Mobile,False,236
LOG-220110,10.0,Desktop,True,237
LOG-249979,4.0,Mobile,False,238
LOG-239776,4.0,Mobile,False,239
LOG-230675,8.0,App,False,240
LOG-226468,10.0,App,True,241
LOG-210830,,In-Store,False,242
LOG-224355,7.0,Desktop,False,243
LOG-213927,9.0,App,True,244
LOG-233695,1.0,Mobile,False,245
LOG-242577,10.0,In-Store,True,246
LOG-222630,6.0,In-Store,False,247
LOG-235568,8.0,Desktop,False,248
LOG-252689,7.0,In-Store,False,249
LOG-233401,7.0,App,False,250
LOG-244155,8.0,Desktop,False,251
LOG-233412,8.0,Desktop,False,252
LOG-205071,1.0,App,False,253
LOG-231223,,App,False,254
LOG-243682,5.0,Desktop,False,255
LOG-239329,5.0,In-Store,False,256
LOG-201081,3.0,In-Store,False,257
LOG-245025,9.0,App,True,258
LOG-251765,3.0,Desktop,False,259
LOG-244110,1.0,App,False,260
LOG-241164,6.0,Mobile,False,261
LOG-253826,2.0,App,False,262
LOG-225486,1.0,Desktop,False,263
LOG-204357,,In-Store,False,264
LOG-203228,,Mobile,False,265
LOG-221447,10.0,App,True,266
LOG-207671,9.0,App,True,267
LOG-222384,8.0,In-Store,False,268
LOG-241384,3.0,Mobile,False,269
LOG-216912,6.0,Desktop,False,270
LOG-247319,1.0,In-Store,False,271
LOG-237721,7.0,Mobile,False,272
LOG-204127,9.0,In-Store,True,273
LOG-251233,3.0,Desktop,False,274
LOG-249968,6.0,Desktop,False,275
LOG-231289,2.0,Mobile,False,276
LOG-222796,9.0,Mobile,True,277
LOG-236029,1.0,Mobile,False,278
LOG-238730,3.0,App,False,279
LOG-222368,1.0,In-Store,False,280
LOG-213507,8.0,Mobile,False,281
LOG-230357,3.0,Desktop,False,282
LOG-217232,8.0,Mobile,False,283
LOG-224876,9.0,In-Store,True,284
LOG-253513,8.0,In-Store,False,285
LOG-249293,6.0,Mobile,False,286
LOG-232554,5.0,In-Store,False,287
LOG-253002,8.0,In-Store,False,288
LOG-219577,6.0,Mobile,False,289
LOG-224704,3.0,Desktop,False,290
LOG-228997,3.0,App,False,291
LOG-200485,5.0,Mobile,False,292
LOG-219042,2.0,Desktop,False,293
LOG-221031,,Desktop,False,294
LOG-242917,10.0,Desktop,True,295
LOG-206945,5.0,In-Store,False,296
LOG-217640,3.0,Mobile,False,297
LOG-239317,3.0,Desktop,False,298
LOG-221459,,App,False,299
LOG-228347,6.0,Desktop,False,300
LOG-237303,6.0,Mobile,False,301
LOG-220302,6.0,Desktop,False,302
LOG-243556,6.0,In-Store,False,303
LOG-213015,6.0,Desktop,False,304
LOG-230758,2.0,App,False,305
LOG-251128,8.0,Mobile,False,306
LOG-228370,3.0,App,False,307
LOG-213883,,In-Store,False,308
LOG-232994,4.0,Mobile,False,309
LOG-230960,7.0,Desktop,False,310
LOG-250544,6.0,Mobile,False,311
LOG-220316,4.0,Mobile,False,312
LOG-204442,5.0,Mobile,False,313
LOG-207954,,Desktop,False,314
LOG-253880,9.0,Desktop,True,315
LOG-241249,6.0,Desktop,False,316
LOG-220702,10.0,Mobile,True,317
LOG-237308,6.0,App,False,318
LOG-249703,9.0,Desktop,True,319
LOG-250006,8.0,App,False,320
LOG-234998,10.0,In-Store,True,321
LOG-225146,8.0,Mobile,False,322
LOG-210602,9.0,In-Store,True,323
LOG-221319,8.0,Desktop,False,324
LOG-245489,4.0,App,False,325
LOG-220578,10.0,Mobile,True,326
LOG-231901,5.0,Mobile,False,327
LOG-242437,2.0,Desktop,False,328
LOG-248391,2.0,In-Store,False,329
LOG-211324,5.0,Desktop,False,330
LOG-253343,2.0,Desktop,False,331
LOG-209897,9.0,Mobile,True,332
LOG-202873,4.0,Desktop,False,333
LOG-212956,,Desktop,False,334
LOG-248006,8.0,Mobile,False,335
LOG-232440,1.0,App,False,336
LOG-244912,5.0,In-Store,False,337
LOG-214914,2.0,In-Store,False,338
LOG-237473,6.0,Mobile,False,339
LOG-241713,,Mobile,False,340
LOG-233594,3.0,Desktop,False,341
LOG-233818,5.0,In-Store,False,342
LOG-201831,7.0,In-Store,False,343
LOG-217906,8.0,Mobile,False,344
LOG-254526,3.0,In-Store,False,345
LOG-244480,3.0,Mobile,False,346
LOG-229578,4.0,Desktop,False,347
LOG-246640,9.0,Mobile,True,348
LOG-249372,9.0,Desktop,True,349
LOG-248427,9.0,In-Store,True,350
LOG-215698,6.0,App,False,351
LOG-243483,4.0,In-Store,False,352
LOG-250773,10.0,In-Store,True,353
LOG-247456,,In-Store,False,354
LOG-234148,6.0,Mobile,False,355
LOG-204085,2.0,Desktop,False,356
LOG-247771,7.0,App,False,357
LOG-249659,8.0,Desktop,False,358
LOG-205892,4.0,Desktop,False,359
LOG-200550,8.0,In-Store,False,360
LOG-200676,4.0,In-Store,False,361
LOG-218931,5.0,In-Store,False,362
LOG-229679,2.0,Mobile,False,363
LOG-239947,3.0,Desktop,False,364
LOG-226062,5.0,In-Store,False,365
LOG-223670,2.0,Mobile,False,366
LOG-207350,1.0,Desktop,False,367
LOG-219410,10.0,App,True,368
LOG-222264,,Desktop,False,369
LOG-253625,,Desktop,False,370
LOG-239623,9.0,Mobile,True,371
LOG-250289,10.0,In-Store,True,372
LOG-224748,8.0,In-Store,False,373
LOG-225804,9.0,In-Store,True,374
LOG-230994,1.0,App,False,375
LOG-233424,7.0,App,False,376
LOG-219168,3.0,Desktop,False,377
LOG-242924,6.0,App,False,378
LOG-240344,6.0,App,False,379
LOG-236557,,Desktop,False,380
LOG-214404,6.0,Mobile,False,381
LOG-207277,1.0,Mobile,False,382
LOG-213193,4.0,Mobile,False,383
LOG-253131,,In-Store,False,384
LOG-244895,7.0,In-Store,False,385
LOG-238984,6.0,Desktop,False,386
LOG-240000,8.0,App,False,387
LOG-215644,8.0,In-Store,False,388
LOG-237331,8.0,Mobile,False,389
LOG-237105,5.0,Desktop,False,390
LOG-222762,5.0,Desktop,False,391
LOG-251794,1.0,Mobile,False,392
LOG-233270,10.0,In-Store,True,393
LOG-220540,3.0,Mobile,False,394
LOG-217931,9.0,In-Store,True,395
LOG-213881,3.0,Mobile,False,396
LOG-243131,8.0,App,False,397
LOG-246817,4.0,In-Store,False,398
LOG-203525,7.0,App,False,399
LOG-228737,9.0,Mobile,True,400
LOG-202945,9.0,Desktop,True,401
LOG-241210,3.0,Desktop,False,402
LOG-244248,1.0,Mobile,False,403
LOG-209415,10.0,In-Store,True,404
LOG-228008,2.0,Desktop,False,405
LOG-223085,3.0,Desktop,False,406
LOG-251330,3.0,Mobile,False,407
LOG-211613,7.0,Desktop,False,408
LOG-208003,1.0,In-Store,False,409
LOG-219547,7.0,Desktop,False,410
LOG-206273,8.0,Desktop,False,411
LOG-221431,5.0,Mobile,False,412
LOG-222456,9.0,Mobile,True,413
LOG-253565,3.0,Desktop,False,414
LOG-235118,6.0,Desktop,False,415
LOG-251119,2.0,In-Store,False,416
LOG-209715,5.0,In-Store,False,417
LOG-247843,9.0,In-Store,True,418
LOG-251924,1.0,App,False,419
LOG-239311,10.0,In-Store,True,420
LOG-254855,2.0,Desktop,False,421
LOG-234954,,App,False,422
LOG-254961,4.0,Desktop,False,423
LOG-248453,1.0,Desktop,False,424
LOG-200917,4.0,In-Store,False,425
LOG-228448,10.0,App,True,426
LOG-252397,6.0,Desktop,False,427
LOG-223884,7.0,Desktop,False,428
LOG-252016,,Desktop,False,429
LOG-217462,9.0,Mobile,True,430
LOG-253344,7.0,Desktop,False,431
LOG-219896,10.0,Desktop,True,432
LOG-222486,8.0,Mobile,False,433
LOG-200633,3.0,Desktop,False,434
LOG-248963,7.0,Desktop,False,435
LOG-201407,2.0,Mobile,False,436
LOG-246060,4.0,Desktop,False,437
LOG-202229,9.0,App,True,438
LOG-252915,2.0,App,False,439
LOG-242723,7.0,App,False,440
LOG-249214,2.0,App,False,441
LOG-208898,2.0,App,False,442
LOG-202402,2.0,App,False,443
LOG-225517,4.0,In-Store,False,444
LOG-205194,3.0,Desktop,False,445
LOG-220825,,In-Store,False,446
LOG-229602,1.0,In-Store,False,447
LOG-203740,10.0,Desktop,True,448
LOG-230428,7.0,App,False,449
LOG-228817,8.0,Mobile,False,450
LOG-229638,10.0,Desktop,True,451
LOG-250080,1.0,In-Store,False,452
LOG-201989,2.0,App,False,453
LOG-250087,4.0,App,False,454
LOG-240453,5.0,Desktop,False,455
LOG-221239,1.0,Desktop,False,456
LOG-201988,10.0,Desktop,True,457
LOG-211857,10.0,Desktop,True,458
LOG-232895,8.0,Desktop,False,459
LOG-230030,7.0,Desktop,False,460
LOG-216263,5.0,Mobile,False,461
LOG-239104,8.0,Desktop,False,462
LOG-207948,1.0,Desktop,False,463
LOG-230682,4.0,Desktop,False,464
LOG-223668,6.0,App,False,465
LOG-251022,10.0,In-Store,True,466
LOG-226956,3.0,Desktop,False,467
LOG-240131,1.0,Desktop,False,468
LOG-219316,4.0,App,False,469
LOG-249707,4.0,Desktop,False,470
LOG-250065,7.0,Desktop,False,471
LOG-212554,5.0,App,False,472
LOG-223734,6.0,Desktop,False,473
LOG-249319,3.0,Desktop,False,474
LOG-211219,9.0,Mobile,True,475
LOG-223556,4.0,Desktop,False,476
LOG-251598,6.0,Mobile,False,477
LOG-246940,9.0,Desktop,True,478
LOG-228990,5.0,Desktop,False,479
LOG-205053,3.0,Desktop,False,480
LOG-253573,4.0,Mobile,False,481
LOG-249648,8.0,In-Store,False,482
LOG-238328,9.0,In-Store,True,483
LOG-221069,10.0,App,True,484
LOG-232616,4.0,In-Store,False,485
LOG-206307,2.0,In-Store,False,486
LOG-208057,2.0,In-Store,False,487
LOG-223044,5.0,App,False,488
LOG-215439,3.0,In-Store,False,489
LOG-201337,2.0,Mobile,False,490
LOG-223436,6.0,In-Store,False,491
LOG-225760,3.0,In-Store,False,492
LOG-202363,4.0,In-Store,False,493
LOG-220752,10.0,Mobile,True,494
LOG-243531,2.0,In-Store,False,495
LOG-235617,8.0,Mobile,False,496
LOG-202566,5.0,In-Store,False,497
LOG-205037,1.0,Desktop,False,498
LOG-232934,5.0,Desktop,False,499
LOG-236305,,Mobile,False,500
LOG-224091,9.0,Desktop,True,501
LOG-221500,8.0,App,False,502
LOG-211368,5.0,Desktop,False,503
LOG-241247,2.0,Desktop,False,504
LOG-229887,2.0,Desktop,False,505
LOG-227338,8.0,Mobile,False,506
LOG-223259,3.0,Desktop,False,507
LOG-228772,8.0,App,False,508
LOG-250824,6.0,Desktop,False,509
LOG-219927,2.0,Desktop,False,510
LOG-205991,2.0,In-Store,False,511
LOG-231129,5.0,Desktop,False,512
LOG-224055,6.0,App,False,513
LOG-228733,9.0,Mobile,True,514
LOG-203591,10.0,Desktop,True,515
LOG-204322,4.0,In-Store,False,516
LOG-233330,10.0,Desktop,True,517
LOG-248463,6.0,Mobile,False,518
LOG-230824,8.0,App,False,519
LOG-241472,1.0,App,False,520
LOG-248243,10.0,Desktop,True,521
LOG-207153,2.0,Desktop,False,522
LOG-229456,6.0,Desktop,False,523
LOG-222979,6.0,Desktop,False,524
LOG-237226,8.0,In-Store,False,525
LOG-241468,6.0,In-Store,False,526
LOG-218597,6.0,App,False,527
LOG-252415,5.0,App,False,528
LOG-218350,9.0,Mobile,True,529
LOG-219382,6.0,Mobile,False,530
LOG-238019,3.0,Desktop,False,531
LOG-221644,8.0,Mobile,False,532
LOG-237969,8.0,Desktop,False,533
LOG-230709,8.0,App,False,534
LOG-211872,6.0,In-Store,False,535
LOG-211903,6.0,Mobile,False,536
LOG-252935,6.0,Mobile,False,537
LOG-213336,5.0,Desktop,False,538
LOG-215776,4.0,App,False,539
LOG-251359,,Mobile,False,540
LOG-246554,7.0,Desktop,False,541
LOG-202341,5.0,Mobile,False,542
LOG-229067,2.0,App,False,543
LOG-226609,6.0,Mobile,False,544
LOG-249880,10.0,In-Store,True,545
LOG-242368,5.0,In-Store,False,546
LOG-251905,5.0,Desktop,False,547
LOG-202083,6.0,Desktop,False,548
LOG-209831,7.0,Mobile,False,549
LOG-240474,2.0,Mobile,False,550
LOG-224401,2.0,App,False,551
LOG-215919,1.0,Desktop,False,552
LOG-224338,10.0,Desktop,True,553
LOG-224348,10.0,Desktop,True,554
LOG-227259,7.0,Mobile,False,555
LOG-208366,9.0,In-Store,True,556
LOG-219657,8.0,App,False,557
LOG-207953,1.0,Mobile,False,558
LOG-216549,2.0,Desktop,False,559
LOG-216297,3.0,Mobile,False,560
LOG-240572,7.0,App,False,561
LOG-216970,4.0,In-Store,False,562
LOG-238211,9.0,Mobile,True,563
LOG-249976,6.0,In-Store,False,564
LOG-228581,1.0,App,False,565
LOG-245784,1.0,In-Store,False,566
LOG-231232,3.0,App,False,567
LOG-220771,7.0,Mobile,False,568
LOG-212039,9.0,Desktop,True,569
LOG-215218,4.0,In-Store,False,570
LOG-212002,1.0,Mobile,False,571
LOG-227437,7.0,Desktop,False,572
LOG-210204,,Desktop,False,573
LOG-217177,10.0,Desktop,True,574
LOG-222692,5.0,App,False,575
LOG-207156,4.0,In-Store,False,576
LOG-232739,1.0,In-Store,False,577
LOG-253183,9.0,Desktop,True,578
LOG-219817,2.0,Desktop,False,579
LOG-213381,3.0,App,False,580
LOG-220661,4.0,In-Store,False,581
LOG-232803,9.0,In-Store,True,582
LOG-234911,9.0,In-Store,True,583
LOG-242490,1.0,Mobile,False,584
LOG-215377,2.0,App,False,585
LOG-249141,2.0,Desktop,False,586
LOG-251953,7.0,Mobile,False,587
LOG-232546,10.0,In-Store,True,588
LOG-252037,10.0,Desktop,True,589
LOG-206029,1.0,Mobile,False,590
LOG-236262,10.0,Desktop,True,591
LOG-203873,9.0,In-Store,True,592
LOG-200473,10.0,App,True,593
LOG-204396,4.0,Mobile,False,594
LOG-214005,1.0,In-Store,False,595
LOG-200471,8.0,Mobile,False,596
LOG-211398,10.0,Desktop,True,597
LOG-244695,1.0,Mobile,False,598
LOG-208690,7.0,App,False,599
LOG-210156,1.0,Mobile,False,600
LOG-226321,1.0,Mobile,False,601
LOG-221716,3.0,App,False,602
LOG-211489,9.0,App,True,603
LOG-255025,9.0,Mobile,True,604
LOG-222292,7.0,Mobile,False,605
LOG-205434,5.0,Desktop,False,606
LOG-251196,9.0,App,True,607
LOG-247372,9.0,Desktop,True,608
LOG-219079,3.0,App,False,609
LOG-212941,5.0,App,False,610
LOG-206134,5.0,App,False,611
LOG-246855,8.0,App,False,612
LOG-229979,8.0,App,False,613
LOG-237916,8.0,App,False,614
LOG-207679,10.0,App,True,615
LOG-247817,3.0,In-Store,False,616
LOG-201375,5.0,Mobile,False,617
LOG-242772,7.0,App,False,618
LOG-204943,6.0,App,False,619
LOG-212270,8.0,Desktop,False,620
LOG-225522,7.0,Mobile,False,621
LOG-210976,10.0,In-Store,True,622
LOG-222822,4.0,Mobile,False,623
LOG-223953,1.0,In-Store,False,624
LOG-212105,6.0,App,False,625
LOG-249651,8.0,In-Store,False,626
LOG-246694,7.0,In-Store,False,627
LOG-249913,6.0,Mobile,False,628
LOG-235272,2.0,Mobile,False,629
LOG-231261,5.0,Mobile,False,630
LOG-225070,9.0,App,True,631
LOG-216942,4.0,In-Store,False,632
LOG-243618,7.0,Desktop,False,633
LOG-214529,1.0,App,False,634
LOG-215928,4.0,App,False,635
LOG-212378,5.0,Desktop,False,636
LOG-218025,7.0,Desktop,False,637
LOG-238291,7.0,Desktop,False,638
LOG-236914,7.0,Desktop,False,639
LOG-252345,4.0,In-Store,False,640
LOG-242209,3.0,App,False,641
LOG-249563,5.0,In-Store,False,642
LOG-207253,2.0,Desktop,False,643
LOG-253954,3.0,In-Store,False,644
LOG-226200,,In-Store,False,645
LOG-228807,1.0,Desktop,False,646
LOG-234578,8.0,Mobile,False,647
LOG-240012,8.0,In-Store,False,648
LOG-219609,4.0,App,False,649
LOG-247374,10.0,Desktop,True,650
LOG-245132,,Mobile,False,651
LOG-202122,2.0,Mobile,False,652
LOG-210404,5.0,Desktop,False,653
LOG-210337,10.0,Mobile,True,654
LOG-229361,10.0,App,True,655
LOG-228657,3.0,Mobile,False,656
LOG-213519,9.0,Desktop,True,657
LOG-212112,7.0,App,False,658
LOG-236153,9.0,Desktop,True,659
LOG-221563,6.0,In-Store,False,660
LOG-247939,6.0,App,False,661
LOG-249132,10.0,Mobile,True,662
LOG-249994,6.0,Mobile,False,663
LOG-224051,7.0,Desktop,False,664
LOG-231101,5.0,App,False,665
LOG-243683,6.0,App,False,666
LOG-247935,5.0,Mobile,False,667
LOG-246832,8.0,Mobile,False,668
LOG-237722,3.0,In-Store,False,669
LOG-245862,,Mobile,False,670
LOG-232938,10.0,In-Store,True,671
LOG-245509,3.0,Mobile,False,672
LOG-207308,8.0,App,False,673
LOG-223988,9.0,Mobile,True,674
LOG-241360,5.0,Mobile,False,675
LOG-204451,5.0,Desktop,False,676
LOG-252184,6.0,App,False,677
LOG-212228,9.0,App,True,678
LOG-239687,4.0,App,False,679
LOG-242512,10.0,App,True,680
LOG-232216,7.0,In-Store,False,681
LOG-206306,9.0,Desktop,True,682
LOG-239775,3.0,App,False,683
LOG-251603,4.0,Mobile,False,684
LOG-215548,6.0,Mobile,False,685
LOG-216409,8.0,App,False,686
LOG-241128,2.0,In-Store,False,687
LOG-206904,7.0,Mobile,False,688
LOG-221076,9.0,Mobile,True,689
LOG-219006,8.0,Desktop,False,690
LOG-225633,2.0,App,False,691
LOG-244689,5.0,In-Store,False,692
LOG-232329,5.0,Desktop,False,693
LOG-209755,8.0,Desktop,False,694
LOG-232447,1.0,Mobile,False,695
LOG-234183,6.0,Mobile,False,696
LOG-209510,9.0,App,True,697
LOG-236830,2.0,App,False,698
LOG-240695,2.0,App,False,699
LOG-212871,7.0,Desktop,False,700
LOG-210132,,Desktop,False,701
LOG-227693,9.0,In-Store,True,702
LOG-248035,,In-Store,False,703
LOG-217903,2.0,Desktop,False,704
LOG-220374,1.0,Mobile,False,705
LOG-252500,7.0,App,False,706
LOG-242621,4.0,Mobile,False,707
LOG-221775,9.0,In-Store,True,708
LOG-242248,1.0,Mobile,False,709
LOG-235444,1.0,In-Store,False,710
LOG-224675,5.0,In-Store,False,711
LOG-212768,10.0,In-Store,True,712
LOG-207418,,Mobile,False,713
LOG-243617,9.0,App,True,714
LOG-254962,8.0,Mobile,False,715
LOG-209219,7.0,App,False,716
LOG-211112,9.0,In-Store,True,717
LOG-218179,2.0,Desktop,False,718
LOG-231558,7.0,App,False,719
LOG-248349,4.0,Mobile,False,720
LOG-202384,1.0,Desktop,False,721
LOG-244739,9.0,Mobile,True,722
LOG-220205,5.0,Mobile,False,723
LOG-201937,2.0,App,False,724
LOG-217739,3.0,App,False,725
